timestamp,confidence_666,norm_pos_x_666,norm_pos_y_666,gaze_point_3d_x_666,gaze_point_3d_y_666,gaze_point_3d_z_666,eye_center0_3d_x_666,eye_center0_3d_y_666,eye_center0_3d_z_666,eye_center1_3d_x_666,eye_center1_3d_y_666,eye_center1_3d_z_666,gaze_normal0_x_666,gaze_normal0_y_666,gaze_normal0_z_666,gaze_normal1_x_666,gaze_normal1_y_666,gaze_normal1_z_666,diameter0_2d_666,diameter1_2d_666,diameter0_3d_666,diameter1_3d_666
346458.5578375,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346458.6581088,1.0,0.5008660414788062,0.1501639369527895,4.6539184031046545,123.52686762492743,441.3378685269587,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.22071052944417105,0.3032725609290676,0.9269911628381354,nan,52.660096397255025,nan,5.473488001869093
346458.7585248,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346458.8595171,1.0,0.5028986988313158,0.15082252573281163,6.14659918469124,123.17124305197251,441.0962134157219,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.22369589100734422,0.3025613117831577,0.9265078526156619,nan,52.59736626076409,nan,5.466673737499674
346458.9606791,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346459.0616656,1.0,0.5025279963801371,0.1502335791983057,5.8743456213876755,123.42694198012404,441.0782940589663,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.22315138388073705,0.3030727096394607,0.9264720139021507,nan,52.524749430544745,nan,5.45852597612446
346459.1619201,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346459.2625175,1.0,0.5042866707948913,0.15013382731842917,7.164184901046269,123.39182648974833,440.77721379207475,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.22573106244005428,0.30300247865870933,0.9258698533683678,nan,52.322653719605896,nan,5.436602419249157
346459.3626596,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346459.4637333,1.0,0.5051129932091635,0.15280177402629902,7.771001453764768,122.27093229136875,440.99429033062324,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.22694469554549124,0.3007606902619502,0.9263040064454646,nan,52.75935707263082,nan,5.483565470899848
346459.5646999,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346459.6657627,1.0,0.5055962485458017,0.15261343100396485,8.124915097783372,122.32692953997991,440.88924920065136,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.2276525228335285,0.3008726847591725,0.9260939241855208,nan,52.282261901610944,nan,5.432528470186727
346459.7659948,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346459.8668902,1.0,0.5065670981578578,0.15061756029117734,8.834639729005005,123.09701234971092,440.4632171159084,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.22907197209597174,0.3024128503786346,0.9252418600160348,nan,52.53504397402478,nan,5.459222868812954
346459.9675864,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346460.0677895,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346460.1687932,1.0,0.506895635071692,0.1540999189440967,9.077022026394815,121.66699404021662,440.86815474612877,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.22955673669075136,0.299552813759646,0.9260517352764757,nan,52.62190420508208,nan,5.468832672092044
346460.2697118,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346460.3707534,0.9861820936203003,0.5085574089060566,0.1533292013686962,10.291937777997347,121.90966181942184,440.48668108975534,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.2319865681939564,0.3000381493180564,0.9252887879637288,nan,52.52964743597889,nan,5.458682427008094
346460.4717904,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346460.5726795,1.0,0.5091988225785024,0.15464551205802635,10.761538348661361,121.34747823475206,440.55065552722124,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23292576933528447,0.29891378214871683,0.9254167368386607,nan,52.52047678507401,nan,5.457716238046698
346460.6736623,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346460.7739814,1.0,0.5094390077988857,0.1529808120475381,10.935892529967731,122.01367678344548,440.2910004542711,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23327447769789725,0.3002461792461037,0.9248974266927604,nan,52.64995462568816,nan,5.471471250033639
346460.8745338,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346460.974665,1.0,0.5096584177510414,0.1539548029877943,11.096818949824197,121.60863566322266,440.3816849350874,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23359633053761011,0.299436097005658,0.9250787956543929,nan,52.36997613058297,nan,5.4418249229473
346461.0757772,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346461.1768573,1.0,0.5101668899971583,0.15364600681877683,11.467920046808402,121.71247392097135,440.2541871135064,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23433853273157856,0.2996437735211555,0.9248238000112311,nan,52.880689410660516,nan,5.496435575639238
346461.2777651,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346461.3786975,1.0,0.5112618843968234,0.1527427258744064,12.266410852616346,122.03267639889015,439.9472116726508,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.2359355143431944,0.300284178476993,0.9242098491295198,nan,52.332616673583225,nan,5.437264952537928
346461.4797408,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346461.5807093,1.0,0.5112470191771968,0.15260719557229419,12.255464235307102,122.08833492845832,439.9319184666357,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23591362110857597,0.3003954955361294,0.9241792627174895,nan,52.7100655206785,nan,5.478225207752463
346461.6809117,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346461.7819251,1.0,0.5128527568240746,0.1527400081126823,13.426336534134137,121.9659669806297,439.6712333096849,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23825536570623004,0.3001507596404721,0.923657892403588,nan,52.751338926545,nan,5.482130131666827
346461.8826838,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346461.9836126,1.0,0.5134995427578848,0.1542861883852158,13.898859403338022,121.31108562241005,439.7614417556946,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.2392004114446378,0.2988409969240329,0.9238383092956074,nan,52.690662598367815,nan,5.475749259184858
346462.0846764,0.9999984502792358,0.5135033057956652,0.1556272380338749,13.902738920960061,120.76674167696973,439.9361665417929,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23920817047988183,0.29775230903315214,0.9241877588678039,nan,52.775637802820626,nan,5.484931257386055
346462.1857948,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346462.2859124,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346462.3868013,1.0,0.5130522962524722,0.15402893435130227,13.572801766384245,121.43444612946928,439.80582662496965,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23854829617073023,0.29908771793815137,0.9239270790341576,nan,52.738452958393644,nan,5.48121264366786
346462.4877675,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346462.588734,1.0,0.5134681852679364,0.15495844552586735,13.87658673236831,121.03962755385285,439.85492944235926,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23915586610269832,0.2982980807869184,0.9240252846689367,nan,52.924680359541014,nan,5.501028754345269
346462.6897217,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346462.7907186,1.0,0.5132266898712581,0.1577341207778461,13.702968655430965,119.92320777759628,440.25871501535056,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23880862994882363,0.2960652412344052,0.9248328558149193,nan,52.67969410270411,nan,5.475165732911859
346462.8916267,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346462.9927205,1.0,0.5147548387952471,0.16026005747724759,14.818252916767364,118.83411282610649,440.31674744595614,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.24103919847149646,0.29388705133142573,0.9249489206761304,nan,52.943816845230224,nan,5.5030633091677625
346463.093891,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346463.1946701,1.0,0.5140717768608687,0.158807123625192,14.319560682950836,119.45228770061308,440.2496036764247,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.24004181400386343,0.29512340108043894,0.9248146331370677,nan,52.5850729079522,nan,5.464715228182034
346463.2957446,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346463.3967599,1.0,0.513822947377655,0.16223224887079402,14.141263366509875,118.07202564795983,440.7339979274703,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.23968521937098147,0.2923628769751324,0.9257834216391587,nan,52.68856678713775,nan,5.476509509264791
346463.4976585,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346463.598738,1.0,0.5155680044995061,0.1598640778280631,15.409740740679922,118.96099696061435,440.12185528327814,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.2422221741193216,0.2941408196004413,0.9245591363507745,nan,52.89995307436714,nan,5.498589697087388
346463.699746,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
346463.8007177,1.0,0.5150815805550805,0.15750295863072283,15.053587040080075,119.93925408762988,439.90271420646525,nan,nan,nan,-105.70134631898085,-28.109412839606364,-22.157712892109082,nan,nan,nan,0.2415098667181219,0.2960973338544725,0.9241208541971487,nan,52.41428599327413,nan,5.446407206540485
346463.9017801,0.0,0.8072378560549953,0.14375844884771805,228.8319255627025,125.39340793822817,377.8018306960771,-109.86253072761207,-154.9592571831486,139.70846993700573,nan,nan,nan,0.6773889125806292,0.5607053302427536,0.47618672151814273,nan,nan,nan,0.0,nan,-0.009681402146711982,nan
